time,ACA,ADP,AMP,ATP,DPG,EtOH,F6P,FBP,GAP,GLC,NAD,NADH,P,PEP,PYR
4.15,0.33785377535766076,0.6141314161373989,0.09824508279944791,3.889169768025723,0.9034995413987998,1.3826103415778148,0.11948140919947169,0.913990536884289,0.10628047388301623,0.7067611767011219,2.6345705227162295,1.6022652710268923,0.056378407439361476,0.016835315716587605,0.10709937268992031
4.2,0.33688448836130314,0.6069785175910396,0.09573790376407805,3.8988289953944064,0.9117424041978985,1.4089109112884262,0.12245449415508784,0.9142529233799582,0.10632208536297263,0.7123078296626807,2.6275799731126117,1.6092575604654615,0.05664976955090006,0.01685143247682619,0.10680030751878467
4.25,0.3358219431277792,0.5998442639726468,0.09327572781064405,3.9084245752206868,0.9200454355823783,1.435236199595834,0.12551642100866553,0.9144482877154814,0.10635875883012885,0.7178298632684444,2.6206467539913363,1.6161925184650396,0.05692856415999411,0.016866405242613524,0.10647814546877045
4.3,0.33467180031871196,0.5927317902756047,0.09085916288386339,3.917952764566207,0.928410962471731,1.4615755858576358,0.12866886658467552,0.9145749530540278,0.10639039738169975,0.7233277170153823,2.6137614179384654,1.6230795924400916,0.057214994640345546,0.016880327961816797,0.10613425242485595
4.3500000000000005,0.33344088772412084,0.5856449436637507,0.08848924834841405,3.9274086769021874,0.9368422583562551,1.4879162933180694,0.13191329055055062,0.9146313002715821,0.10641691780111083,0.7288018827949608,2.606912125551476,1.6299306217936702,0.05750924665338373,0.016893318083176692,0.10577024906052603
4.4,0.3321335338983262,0.5785861976745202,0.08616598300412612,3.936789839891104,0.9453404652036858,1.5142503013342365,0.13525151355205547,0.9146156962255626,0.10643821920208961,0.7342527348578729,2.600092306704588,1.6367521766520796,0.057811541919553136,0.016905436851281232,0.10538717373493789
4.45,0.3307536397043194,0.5715578307218503,0.08388915677693295,3.946094185192829,0.9539063326227984,1.5405704398765556,0.13868539055913046,0.9145265342840045,0.10645420074516988,0.739680625886224,2.5932963318321858,1.6435498865814637,0.058122107836822264,0.01691673434096334,0.10498595546713166
4.5,0.32930467831376325,0.5645619260961796,0.08165835071887162,3.955320048464627,0.9625402178634084,1.5668703895287612,0.14221681086589136,0.9143622343255591,0.10646476163769206,0.74508588699353,2.586519511928811,1.650328440587805,0.05844117748068359,0.016927249457300814,0.1045674139360303
4.55,0.32779161885334007,0.5575989240644968,0.07947514020485599,3.9644654140643607,0.9712445602369061,1.5931401726988796,0.1458490575849474,0.9141197085625545,0.10646970595125639,0.750468914292799,2.5797533627289373,1.6570963229371503,0.0587690117940279,0.016937028471568832,0.10413257869785296
4.6000000000000005,0.32621927214332896,0.5506688670082723,0.07734120026870554,3.973528564576511,0.9800217532103449,1.61937003100332,0.14958563853489396,0.9137956808737987,0.1064688244750299,0.7558300944513318,2.5729896773291108,1.6638617405334735,0.059105880504711036,0.016946109081038087,0.10368241467149182
4.65,0.324588760900469,0.5437740562491816,0.075254262844628,3.982509466744917,0.9888696039655647,1.6455586986746105,0.153427791634611,0.9133895019443617,0.10646206937107258,0.7611696458425182,2.5662292161868683,1.6706239329197652,0.059452021408217814,0.01695448639640683,0.10321723639014306
4.7,0.3229025298483301,0.5369152810136607,0.07321385496281291,3.991407804312699,0.9977877779933276,1.6717016594826042,0.15737802568745407,0.9128991535229096,0.10644930627270827,0.7664878440112115,2.559469372742297,1.6773855066564602,0.059807698160883556,0.01696216121843342,0.1027375393986549
4.75,0.32116265619795265,0.5300930901089622,0.07121936370372793,4.000223641391885,1.006775625834498,1.6977951067588095,0.1614389263509835,0.9123225958739738,0.10643039788240374,0.7717849456418466,2.5527083328416063,1.6841482758978723,0.06017318079074918,0.016969123757994514,0.10224371988806419
4.800000000000001,0.3193708496478475,0.5233077919231536,0.06927003619811875,4.008957422463408,1.015832183080039,1.723835943396393,0.1656131561369647,0.9116577677779518,0.10640520397176886,0.7770611885584408,2.5459450747371273,1.6909132623921914,0.06054874569756129,0.016975353636085058,0.10173607469559648
4.8500000000000005,0.3175300283862671,0.5165634801631712,0.06736521566601407,4.017605710600029,1.024957980188058,1.749818127967285,0.16990191916939087,0.9109038658162921,0.1063736357269722,0.7823168875866023,2.539175435373065,1.6976846291957364,0.0609346686754391,0.01698090720017006,0.10121526188324252
